timestamp,update_id,episode_id,episode_return,episode_len,done_reason,start_distance,final_distance,start_roc_h,final_roc_h,start_height_error,final_height_error
2026-03-14 01:45-41,4,9,-60.56202780163285,418,low_agl,304.18035888671875,271.2631530761719,0.40629085898399353,0.38603320717811584,49.37070846557617,49.390968322753906
2026-03-14 01:45-51,4,10,-16.787551195502296,487,low_agl,303.7359619140625,188.4959716796875,0.40629085898399353,0.35813090205192566,49.37070846557617,49.41886901855469
2026-03-14 01:45-58,5,11,-41.46629139393568,293,high_altitude,303.5007019042969,222.866943359375,0.40629085898399353,100.2688980102539,49.37070846557617,-50.49189758300781
2026-03-14 01:46-08,5,12,-109.94067723372582,491,low_agl,303.4204406738281,357.7973937988281,0.40629085898399353,0.22592206299304962,49.37070846557617,49.55107879638672
2026-03-14 01:46-18,6,13,-228.0255283491238,517,low_agl,303.6689758300781,573.0211791992188,0.40629085898399353,0.3340200185775757,49.37070846557617,49.4429817199707
2026-03-14 01:46-27,6,14,-169.23230482608085,465,low_agl,303.9961242675781,469.74603271484375,0.40629085898399353,0.36776095628738403,49.37070846557617,49.40924072265625
2026-03-14 01:46-34,7,15,-54.40269594407082,325,high_altitude,304.3197326660156,245.8213653564453,0.40629085898399353,100.15181732177734,49.37070846557617,-50.37481689453125
2026-03-14 01:46-39,7,16,-58.13216405895353,276,high_altitude,303.67254638671875,253.88082885742188,0.40629085898399353,100.50560760498047,49.37070846557617,-50.728607177734375
2026-03-14 01:46-49,7,17,-100.57430579608679,461,low_agl,304.025634765625,344.1712951660156,0.40629085898399353,0.3907259702682495,49.37070846557617,49.38627624511719
2026-03-14 01:47-01,8,18,8.478381630420671,460,low_agl,304.3949279785156,144.5106658935547,0.40629085898399353,0.3805966079235077,49.37070846557617,49.39640426635742
2026-03-14 01:47-07,8,19,-12.942305579185529,288,high_altitude,303.544189453125,171.1456756591797,0.40629085898399353,100.26068115234375,49.37070846557617,-50.483680725097656
2026-03-14 01:47-16,8,20,-94.45061158901454,481,low_agl,304.33447265625,337.5320739746094,0.40629085898399353,0.29640480875968933,49.37070846557617,49.480594635009766
2026-03-14 01:47-22,9,21,-31.116411315888115,298,high_altitude,303.6891784667969,204.001953125,0.40629085898399353,100.33182525634766,49.37070846557617,-50.55482482910156
2026-03-14 01:47-32,9,22,-228.10374021086832,544,high_altitude,303.4226989746094,553.838623046875,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:47-43,10,23,-272.3167213410734,515,low_agl,303.4178161621094,662.88525390625,0.40629085898399353,0.3326713442802429,49.37070846557617,49.44432830810547
2026-03-14 01:47-50,10,24,-135.90275832766295,409,high_altitude,303.6860656738281,390.4443664550781,0.40629085898399353,100.15286254882812,49.37070846557617,-50.37586212158203
2026-03-14 01:48-00,11,25,-130.35817937453092,494,collision,303.7828674316406,340.85821533203125,0.40629085898399353,0.12163447588682175,49.37070846557617,49.655364990234375
2026-03-14 01:48-10,11,26,-173.47161936863327,549,high_altitude,303.7241516113281,454.49920654296875,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:48-17,12,27,-64.33942462772129,347,high_altitude,303.7242431640625,262.6432189941406,0.40629085898399353,100.0637435913086,49.37070846557617,-50.2867431640625
2026-03-14 01:48-26,12,28,-134.98594536142048,487,low_agl,304.133056640625,404.34869384765625,0.40629085898399353,0.33179971575737,49.37070846557617,49.4452018737793
2026-03-14 01:48-35,12,29,-26.87193679279089,441,low_agl,304.01409912109375,208.64459228515625,0.40629085898399353,0.3549700975418091,49.37070846557617,49.42203140258789
2026-03-14 01:48-43,13,30,-19.789637827157854,450,low_agl,304.3077697753906,196.18304443359375,0.40629085898399353,0.37065744400024414,49.37070846557617,49.406341552734375
2026-03-14 01:48-50,13,31,-19.069572239011563,372,low_agl,304.37890625,197.72244262695312,0.40629085898399353,0.39089536666870117,49.37070846557617,49.386104583740234
2026-03-14 01:48-56,14,32,-46.68097723455726,317,high_altitude,303.4407043457031,231.3915252685547,0.40629085898399353,100.34288024902344,49.37070846557617,-50.565879821777344
2026-03-14 01:49-03,14,33,24.86686457988624,346,low_agl,304.3221130371094,118.90180969238281,0.40629085898399353,0.37367939949035645,49.37070846557617,49.4033203125
2026-03-14 01:49-10,14,34,9.494527065753928,373,low_agl,304.0185852050781,145.55908203125,0.40629085898399353,0.38550513982772827,49.37070846557617,49.39149475097656
2026-03-14 01:49-21,15,35,-295.50641125711775,558,high_altitude,303.7914733886719,698.2743530273438,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:49-27,15,36,-30.48698234522714,307,high_altitude,303.6627197265625,202.45703125,0.40629085898399353,100.15487670898438,49.37070846557617,-50.37787628173828
2026-03-14 01:49-36,16,37,-36.812279945373504,470,low_agl,304.30963134765625,227.23361206054688,0.40629085898399353,0.32248228788375854,49.37070846557617,49.45451736450195
2026-03-14 01:49-43,16,38,46.85360645711418,388,low_agl,304.3974609375,77.56990051269531,0.40629085898399353,0.28609031438827515,49.37070846557617,49.490909576416016
2026-03-14 01:49-49,16,39,354.51377425193783,329,success,304.2947082519531,11.177145957946777,0.40629085898399353,58.076744079589844,49.37070846557617,-8.29974365234375
2026-03-14 01:49-58,17,40,-120.29484258490803,464,low_agl,304.1395568847656,384.4693298339844,0.40629085898399353,0.2649655342102051,49.37070846557617,49.51203536987305
2026-03-14 01:50-09,17,41,-168.1220003845542,545,high_altitude,303.6397399902344,443.781005859375,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:50-21,18,42,-167.11841012585163,552,low_agl,303.4894104003906,460.3503112792969,0.40629085898399353,0.3035007417201996,49.37070846557617,49.4734992980957
2026-03-14 01:50-31,18,43,-265.72622011592955,570,low_agl,304.1400146484375,641.7391967773438,0.40629085898399353,0.17861823737621307,49.37070846557617,49.59838104248047
2026-03-14 01:50-39,19,44,-65.62770366448167,406,low_agl,304.3890686035156,281.0617370605469,0.40629085898399353,0.3451601266860962,49.37070846557617,49.43183898925781
2026-03-14 01:50-47,19,45,8.720498558282884,420,low_agl,304.35345458984375,145.2342529296875,0.40629085898399353,0.2426605522632599,49.37070846557617,49.534339904785156
2026-03-14 01:51-00,20,46,-330.6432699009177,656,high_altitude,303.4382019042969,739.0291137695312,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:51-08,20,47,-34.33402819225203,447,low_agl,303.9933776855469,222.10755920410156,0.40629085898399353,0.39039716124534607,49.37070846557617,49.38660430908203
2026-03-14 01:51-14,21,48,-25.29684039568904,307,high_altitude,303.6365966796875,192.99693298339844,0.40629085898399353,100.38822174072266,49.37070846557617,-50.61122131347656
2026-03-14 01:51-28,21,49,-305.24114692690966,710,low_agl,303.42352294921875,705.2958374023438,0.40629085898399353,0.3015838861465454,49.37070846557617,49.47541809082031
2026-03-14 01:51-41,22,50,-322.89426589077704,670,low_agl,304.1214294433594,748.5922241210938,0.40629085898399353,0.3409990668296814,49.37070846557617,49.43600082397461
2026-03-14 01:51-48,22,51,-96.47636477038267,392,high_altitude,303.4216613769531,319.1739196777344,0.40629085898399353,100.12263488769531,49.37070846557617,-50.34563446044922
2026-03-14 01:51-57,23,52,-58.55237020331617,422,low_agl,304.2777099609375,267.6827697753906,0.40629085898399353,0.3888368010520935,49.37070846557617,49.38816452026367
2026-03-14 01:52-05,23,53,-98.22527937424186,438,low_agl,304.232666015625,339.904052734375,0.40629085898399353,0.3840750455856323,49.37070846557617,49.39292526245117
2026-03-14 01:52-11,23,54,-38.40129399871825,298,high_altitude,303.812744140625,217.3108673095703,0.40629085898399353,100.29820251464844,49.37070846557617,-50.521202087402344
2026-03-14 01:52-18,24,55,41.68920467531673,386,low_agl,304.3067321777344,86.55242919921875,0.40629085898399353,0.3241683542728424,49.37070846557617,49.45283126831055
2026-03-14 01:52-24,24,56,-33.58796734896304,318,high_altitude,304.0567321777344,208.1237335205078,0.40629085898399353,100.31842041015625,49.37070846557617,-50.541419982910156
2026-03-14 01:52-39,25,57,-198.50840491315728,572,low_agl,303.56488037109375,516.281005859375,0.40629085898399353,0.38321685791015625,49.37070846557617,49.39378356933594
2026-03-14 01:52-49,25,58,-76.07103695094585,326,high_altitude,303.48138427734375,284.4732971191406,0.40629085898399353,100.08098602294922,49.37070846557617,-50.303985595703125
2026-03-14 01:53-00,25,59,4.8166257134677295,419,low_agl,304.3458251953125,152.5759735107422,0.40629085898399353,0.3542460501194,49.37070846557617,49.42275619506836
2026-03-14 01:53-10,26,60,16.10427484822273,385,low_agl,304.38824462890625,133.20484924316406,0.40629085898399353,0.34406015276908875,49.37070846557617,49.43294143676758
2026-03-14 01:53-17,26,61,-66.12357307378949,298,high_altitude,303.6631164550781,267.5803527832031,0.40629085898399353,100.2420654296875,49.37070846557617,-50.465065002441406
2026-03-14 01:53-29,27,62,-182.12519763517378,558,high_altitude,303.7601318359375,468.9070739746094,0.40629085898399353,180.0,49.37070846557617,-130.22299194335938
2026-03-14 01:53-37,27,63,26.36818597221368,370,low_agl,304.14697265625,114.97280883789062,0.40629085898399353,0.388508141040802,49.37070846557617,49.388492584228516
2026-03-14 01:53-45,27,64,-90.22625060123204,410,low_agl,304.2071228027344,326.15338134765625,0.40629085898399353,0.3645283281803131,49.37070846557617,49.412471771240234
2026-03-14 01:53-56,28,65,-234.23129677146667,592,collision,303.4150085449219,525.390869140625,0.40629085898399353,0.09400473535060883,49.37070846557617,49.6829948425293
2026-03-14 01:54-04,28,66,2.479937570691007,390,low_agl,303.98858642578125,157.6209259033203,0.40629085898399353,0.3707329034805298,49.37070846557617,49.40626907348633
2026-03-14 01:54-12,29,67,30.55927659034728,396,low_agl,304.38116455078125,106.54100799560547,0.40629085898399353,0.18552041053771973,49.37070846557617,49.59148025512695
2026-03-14 01:54-19,29,68,-95.60277371451261,371,high_altitude,303.62799072265625,318.5591735839844,0.40629085898399353,100.17321014404297,49.37070846557617,-50.396209716796875
2026-03-14 01:54-27,29,69,-50.568702969229804,429,low_agl,304.1640930175781,252.60043334960938,0.40629085898399353,0.3892032206058502,49.37070846557617,49.38779830932617
2026-03-14 01:54-36,30,70,7.389846487283819,414,low_agl,304.38995361328125,147.6619873046875,0.40629085898399353,0.33710747957229614,49.37070846557617,49.43989181518555
2026-03-14 01:54-45,30,71,-24.873571257114456,450,low_agl,304.296142578125,205.92172241210938,0.40629085898399353,0.3573645055294037,49.37070846557617,49.41963577270508
2026-03-14 01:54-53,31,72,-25.646293981075317,404,low_agl,304.1649475097656,208.54150390625,0.40629085898399353,0.3175356388092041,49.37070846557617,49.45946502685547
2026-03-14 01:55-03,31,73,-166.9806707117557,506,high_altitude,303.4468078613281,443.1087646484375,0.40629085898399353,100.10281372070312,49.37070846557617,-50.32581329345703
2026-03-14 01:55-08,31,74,-28.982349421560805,299,high_altitude,303.42547607421875,199.7212677001953,0.40629085898399353,100.25479125976562,49.37070846557617,-50.47779083251953
2026-03-14 01:55-14,32,75,-42.111525933995885,300,high_altitude,303.6778564453125,223.91831970214844,0.40629085898399353,100.05850982666016,49.37070846557617,-50.28150939941406
2026-03-14 01:55-23,32,76,-43.25582685339454,453,low_agl,304.373046875,238.53805541992188,0.40629085898399353,0.39279866218566895,49.37070846557617,49.38420104980469
2026-03-14 01:55-30,33,77,-51.98930497780444,322,high_altitude,303.52813720703125,240.9703369140625,0.40629085898399353,100.1465072631836,49.37070846557617,-50.3695068359375
2026-03-14 01:55-36,33,78,-38.826817994177354,330,high_altitude,303.567626953125,216.66799926757812,0.40629085898399353,100.064697265625,49.37070846557617,-50.287696838378906
2026-03-14 01:55-42,33,79,-57.84094394925235,294,high_altitude,303.89178466796875,252.85276794433594,0.40629085898399353,100.18939208984375,49.37070846557617,-50.412391662597656
2026-03-14 01:55-47,33,80,-31.46974841460586,288,high_altitude,303.43206787109375,204.75112915039062,0.40629085898399353,100.53421020507812,49.37070846557617,-50.75720977783203
2026-03-14 01:55-54,34,81,3.0136855468749957,307,high_altitude,304.1256408691406,141.8583221435547,0.40629085898399353,100.23929595947266,49.37070846557617,-50.46229553222656
2026-03-14 01:56-03,34,82,-38.78237449121461,448,low_agl,304.017822265625,230.18914794921875,0.40629085898399353,0.3692574203014374,49.37070846557617,49.40774154663086
2026-03-14 01:56-08,34,83,-31.916736417472364,291,high_altitude,303.6420593261719,205.66763305664062,0.40629085898399353,100.3708267211914,49.37070846557617,-50.59382629394531
2026-03-14 01:56-16,35,84,-84.588472227335,327,high_altitude,303.4364929199219,299.87591552734375,0.40629085898399353,100.15245819091797,49.37070846557617,-50.375457763671875
2026-03-14 01:56-24,35,85,5.305496029853913,391,low_agl,304.3592529296875,152.58377075195312,0.40629085898399353,0.38893237709999084,49.37070846557617,49.38806915283203
2026-03-14 01:56-31,36,86,18.038689240574897,388,low_agl,304.12213134765625,129.39894104003906,0.40629085898399353,0.3921530544757843,49.37070846557617,49.38484573364258
2026-03-14 01:56-38,36,87,-34.87197881656885,343,high_altitude,304.1231689453125,209.56175231933594,0.40629085898399353,100.0225830078125,49.37070846557617,-50.245582580566406
2026-03-14 01:56-46,36,88,-82.04487022727727,410,low_agl,304.2406921386719,311.37060546875,0.40629085898399353,0.29916974902153015,49.37070846557617,49.47782897949219
2026-03-14 01:56-52,37,89,-5.9165338211059435,288,high_altitude,304.2545471191406,158.83154296875,0.40629085898399353,100.34719848632812,49.37070846557617,-50.57019805908203
2026-03-14 01:56-58,37,90,-36.981429961770814,306,high_altitude,303.4205017089844,214.02476501464844,0.40629085898399353,100.01576232910156,49.37070846557617,-50.23876190185547
2026-03-14 01:57-04,37,91,-48.35849242186543,306,high_altitude,303.4811096191406,234.88230895996094,0.40629085898399353,100.08879089355469,49.37070846557617,-50.311790466308594
2026-03-14 01:57-11,38,92,55.277679278373654,389,low_agl,304.3767395019531,61.988739013671875,0.40629085898399353,0.2854991853237152,49.37070846557617,49.49150085449219
2026-03-14 01:57-17,38,93,-34.631688796997096,290,high_altitude,303.88238525390625,210.67552185058594,0.40629085898399353,100.40985870361328,49.37070846557617,-50.63285827636719
2026-03-14 01:57-22,38,94,-27.359289756476905,282,high_altitude,303.4935302734375,197.48924255371094,0.40629085898399353,100.18486022949219,49.37070846557617,-50.407859802246094
2026-03-14 01:57-28,38,95,18.640325660705543,297,high_altitude,303.8248291015625,113.5064926147461,0.40629085898399353,100.19414520263672,49.37070846557617,-50.417144775390625
2026-03-14 01:57-34,39,96,-29.695165252685534,279,high_altitude,303.4786682128906,201.85357666015625,0.40629085898399353,100.17828369140625,49.37070846557617,-50.401283264160156
2026-03-14 01:57-43,39,97,-24.333462654531097,477,low_agl,303.8529357910156,202.87913513183594,0.40629085898399353,0.2831335663795471,49.37070846557617,49.493865966796875
2026-03-14 01:57-50,39,98,-59.01137396660449,290,high_altitude,303.4402770996094,254.72439575195312,0.40629085898399353,100.18449401855469,49.37070846557617,-50.407493591308594
2026-03-14 01:58-01,40,99,-66.63920183485746,434,low_agl,304.0677795410156,281.5557556152344,0.40629085898399353,0.24196162819862366,49.37070846557617,49.535037994384766
2026-03-14 01:58-10,40,100,-29.684804107338152,325,high_altitude,304.1142578125,200.7274169921875,0.40629085898399353,100.14795684814453,49.37070846557617,-50.37095642089844
2026-03-14 01:58-16,40,101,-15.214252637863197,298,high_altitude,303.6826477050781,175.01675415039062,0.40629085898399353,100.15045928955078,49.37070846557617,-50.37345886230469
2026-03-14 01:58-25,41,102,30.537905099987995,379,low_agl,304.3831481933594,107.10911560058594,0.40629085898399353,0.2462081015110016,49.37070846557617,49.530792236328125
2026-03-14 01:58-31,41,103,-42.89674763765927,288,high_altitude,303.51385498046875,225.51512145996094,0.40629085898399353,100.28093719482422,49.37070846557617,-50.503936767578125
2026-03-14 01:58-37,41,104,-48.65601516884937,293,high_altitude,303.4420166015625,235.729736328125,0.40629085898399353,100.22694396972656,49.37070846557617,-50.44994354248047
2026-03-14 01:58-46,42,105,-96.68260668466989,347,high_altitude,303.7231140136719,321.3677062988281,0.40629085898399353,100.15625,49.37070846557617,-50.379249572753906
2026-03-14 01:58-53,42,106,-31.47071082687377,289,high_altitude,304.0220947265625,205.24620056152344,0.40629085898399353,100.06778717041016,49.37070846557617,-50.29078674316406
2026-03-14 01:59-00,42,107,-63.40971758437154,308,high_altitude,303.95758056640625,262.468017578125,0.40629085898399353,100.3572998046875,49.37070846557617,-50.580299377441406
2026-03-14 01:59-10,43,108,7.192120150685199,417,low_agl,304.39373779296875,147.87355041503906,0.40629085898399353,0.3546335697174072,49.37070846557617,49.422367095947266
2026-03-14 01:59-17,43,109,-38.81770858955387,277,high_altitude,303.5531311035156,218.52691650390625,0.40629085898399353,100.2899398803711,49.37070846557617,-50.512939453125
2026-03-14 01:59-26,43,110,-95.56326760423181,426,low_agl,304.2984924316406,334.9119567871094,0.40629085898399353,0.35083532333374023,49.37070846557617,49.42616653442383
2026-03-14 01:59-32,44,111,-40.35045385588712,282,high_altitude,303.4179992675781,221.10836791992188,0.40629085898399353,100.02510833740234,49.37070846557617,-50.24810791015625
2026-03-14 01:59-40,44,112,-13.428982188761253,411,low_agl,303.9918518066406,185.60386657714844,0.40629085898399353,0.3662046194076538,49.37070846557617,49.410797119140625
2026-03-14 01:59-47,44,113,-55.622251072682516,335,high_altitude,303.54364013671875,247.012939453125,0.40629085898399353,100.20040893554688,49.37070846557617,-50.42340850830078
2026-03-14 01:59-54,45,114,-41.68731903551519,287,high_altitude,303.47216796875,223.38055419921875,0.40629085898399353,100.5093994140625,49.37070846557617,-50.732398986816406
2026-03-14 02:02-14,34,1,10.842056585311937,400,low_agl,304.38580322265625,142.74554443359375,0.40629085898399353,0.3799147307872772,49.37070846557617,49.39708709716797
2026-03-14 02:03-57,34,1,-36.008216474771515,421,low_agl,304.3066711425781,228.05218505859375,0.40629085898399353,0.3855157792568207,49.37070846557617,49.391483306884766
2026-03-14 02:04-02,34,2,-28.793215700149545,283,high_altitude,303.4334716796875,200.00340270996094,0.40629085898399353,100.03254699707031,49.37070846557617,-50.25554656982422
2026-03-14 02:04-14,35,3,-163.48194219100475,473,collision,303.79150390625,401.9452819824219,0.40629085898399353,0.09445053339004517,49.37070846557617,49.68254852294922
2026-03-14 02:04-25,35,4,-91.90287761062382,368,high_altitude,303.65362548828125,311.8350830078125,0.40629085898399353,100.00466918945312,49.37070846557617,-50.22766876220703
2026-03-14 02:04-31,35,5,-34.9552476968244,277,high_altitude,303.9449768066406,211.94830322265625,0.40629085898399353,100.20987701416016,49.37070846557617,-50.43287658691406
2026-03-14 02:04-41,36,6,-15.347098849236808,403,low_agl,304.14990234375,189.40577697753906,0.40629085898399353,0.3825802206993103,49.37070846557617,49.3944206237793
2026-03-14 02:04-49,36,7,-15.863070045471169,303,high_altitude,303.740234375,175.99313354492188,0.40629085898399353,100.26128387451172,49.37070846557617,-50.484283447265625
2026-03-14 02:04-55,36,8,18.009610787153235,393,low_agl,304.3872985839844,129.40277099609375,0.40629085898399353,0.2971164882183075,49.37070846557617,49.47988510131836
2026-03-14 02:05-05,37,9,-111.55478711402411,493,low_agl,304.1442565917969,366.3210144042969,0.40629085898399353,0.27523335814476013,49.37070846557617,49.501766204833984
2026-03-14 02:05-10,37,10,354.8764019699096,322,success,304.382080078125,11.060894012451172,0.40629085898399353,50.40116500854492,49.37070846557617,-0.6241645812988281
